term_id,english_term,description,transliteration,native_term
ISMT-5.2.6,superior quality gold,Superior quality gold has a greenish tint,Āṭakam/ Taṅkam,ஆடகம்/ தஙகம்/ ஏமம்
ISMT-5.2.7,gold foil,Thin golden leaves or foils,Taṅka Rēkku,தஙக தர்ககு
ISMT-5.2.8,"degree of quality of
gold or silver",,Māṟṟu,மாற்று
ISMT-5.2.9,silver ore,Argentite,Iracita pāṭāṇam,இர்சித பாடாணம்
ISMT-5.2.10,silver,,Racitam/Veḷḷi,ர்சிதம்/பவளளி
ISMT-5.2.11,lead ore,,Cilāvaṅkakkal,்சிலாவஙக்ககல்
ISMT-5.2.12,lead,,karuvaṅkam / Īyam,கருவஙகம் /ஈயம்
ISMT-5.2.13,tin,"Tin/stannum, white in colour, having qualities of thickness,
soft, oily, coolness, easily melts without sound, is used in
medical preparations",Micirakam/Veḷvaṅkam,மி்சிரகம்/பவளவஙகம்
ISMT-5.2.14,zinc,,Nākam,நாகம்
ISMT-5.2.15,brass,Alloy of copper and zinc,Pittaḷai,பிததைள
ISMT-5.2.16,bismuth pyrites,,Amirta vintu,அமிர்த விநது
ISMT-5.2.17,impure rust of iron,"Ferric oxide (Fe2O3) is impure rust form of iron; after
purification it is used in preparation of calx",Maṇṭūkam,மணடூரம்
ISMT-5.2.18,mercury ore,,Ātiracam,ஆதிர்சம்
ISMT-5.2.19,mercury,,Iracam,இர்சம்
ISMT-5.2.20,"black variant
of mercury","One of main types of mercury, black in colour with
less impurity",Iracēntiraṉ,இரத்சநதிரன
ISMT-5.2.21,cinnabar,The most common ore of mercury,Cātiliṅkam,்சாதிலிஙகம்
ISMT-5.2.22,mercuric perchloride,,Vīra Pāṭāṇam,வீர பாடாணம்
ISMT-5.2.23,sulfur,,kanti/ kantakam,கநதி/ கநதகம்
ISMT-5.2.24,yellow orpiment,Yellow arsenic trisulfide also known as gold orpiment,Māltēvi/ Tāḷakam,மால்ததவி/ தாளகம்
ISMT-5.2.25,red orpiment,,Ceyamāṅki,ப்சயமாஙகி
ISMT-5.2.26,copper sulfate,,Turuci/ Turucu,துரு்சி/ துருசு
ISMT-5.2.27,realgar,Arsenic disulfide,Maṉōcilai,மத்ா்சிைல
ISMT-5.2.28,"five kinds of
toxic materials","1. Orpiment – auri pigmentum; 2. Cinnabar or vermillion –
mercuric sulphide; 3. Yellow oxide of arsenic; 4. Corrosive
sublimate – mercuric chloride; 5. White arsenic –
arsenious anhydride",Aiṅkāyam,ஐஙகாயம்
ISMT-5.2.29,types of alkali,,Aivakai Cāram - 5,ஐவைக ்சாரம் - 5
ISMT-5.2.30,secondary minerals,"Secondary minerals other than metallic ores found mostly in
natural state, and some in combination, and those derived
from the animals",Uparacaṅkaḷ,உபர்சஙகள
ISMT-5.2.31,"compound salt of
potassium nitrate,
ammonium chloride
and fuller's earth",,Catticcāram,்சததிச்சாரம்
ISMT-5.2.32,lead antimony sulfide,Boulangerite,Cavvīrāñcaṉam,்சவவீராஞ்ச்ம்
ISMT-5.2.33,"copper antimony
sulfide",,Curōtāñcaṉam,சுதராதாஞ்ச்ம்
ISMT-5.2.34,asphaltum,"A highly mineralized exudate that oozes from rocks of
mountainous regions; also called rock tar; available in two
varieties, one smelling like camphor and the other
like cow urine",Cilācattu,்சிலா்சதது
ISMT-5.2.35,bauxite,,Cūṭālaikkal,சூடைல்ககல்
ISMT-5.2.36,copper plate,,Tāmpira Kūṭam,தாம்பிர கூடம்
ISMT-5.2.37,carnalite,,Tilālavaṇam,திலாலவணம்
ISMT-5.2.38,red phosphorus,,Tīmuṟukal,தீமுறுகல்
ISMT-5.2.39,"synthetic salt of
mercury, copper,
sulfur arsenic",,Ceppu toṭṭi,ப்சப்பு பதாடடி
ISMT-5.2.40,red coral,,Cempavaḷam,ப்சம்பவளம்
ISMT-5.2.41,colemanite,"An ore of boron which is whitish-yellow; helps in the
liquefaction of gold",Corṇapēti,ப்சார்ணதபதி
ISMT-5.2.42,yellow ochre,Hydrated iron hydroxide; exists in shades of yellow,Mañcaṭkal,மஞ்சடகல்
ISMT-5.2.43,variant of mica,"Vermiculite; commonly called phlogopite (magnesium mica),
it is one of four types of mica; yellowish brown to
brownish red",Maṇṭūka Appirakam,மணடூக அப்பிரகம்
ISMT-5.2.44,"meteoroid stone /
andalusite","Meteoroid stone (aluminium silicate) occurs naturally; white/
rose/red/pearl grey in colour; used in preparation of higher-
order medicines",Naṭcattira Kāntakkal,நட்சததிர காநத்ககல்
ISMT-5.2.45,malachite,"Cupric carbonate, a common ore of copper",Māṅkiṣa Pēti,மாஙகிஷ தபதி
ISMT-5.2.46,bismuth / chalcopyrite,"Four types: gold bismuth, silver bismuth, copper bismuth,
lead bismuth; are formed as by-products when gold, silver
and lead are melted",Māṭcikam/ Nimiḷai,மாட்சிகம்/ நிமிைள
ISMT-5.2.47,corundum,"A crystalline form of aluminium oxide, typically containing
traces of iron, titanium, vanadium and chromium; used to
sharpen metal-based bladed weapons",Kuruntakkal,குருநத்ககல்
ISMT-5.2.48,"mixture of five
liquid substances","Mixture of five liquid substances viz., gingelly oil, coconut
milk, juice of Madhuca longifolia, cow ghee and honey",Pañcamittiram,பஞ்சமிததிரம்
ISMT-5.2.49,"black salt of
animal origin","Black-coloured salt, compound of saltpetre, buffalo horn and
alum used in alchemical practice, especially for
calcining zinc",Piṭālavaṇam,பிடாலவணம்
ISMT-5.2.50,Salts,Two types: natural and synthetic,Lavaṇam/ Uppu,லவணம் / உப்பு
ISMT-5.2.51,Dhobi's earth,Alkaline earth,Vaẕalai Uppu,வழைல உப்பு
ISMT-5.2.52,borax,,Veṅkāram,பவஙகாரம்
ISMT-5.2.53,arsenic compound,,Civakāmi,்சிவகாமி
ISMT-5.2.54,white arsenic,,Veḷḷai pāṭāṇam,பவளைள பாடாணம்
ISMT-5.2.55,black arsenic,Black-coloured variant of arsenic,kavuṉi,கவு்ி
ISMT-5.2.56,melting catalysts,"Materials used in alchemy to enable faster conversion,
fusion or melting of other substances, particularly metals",Urukkiṉam,உரு்ககி்ம்
ISMT-5.2.57,"synthetic salt of
iron and sulfur",,Kentiyuppu,பகநதியுப்பு
ISMT-5.2.58,calcium stone,,Veḷḷaikkal,பவளைள்ககல்
ISMT-5.2.59,rock salt,,Intuppu,இநதுப்பு
ISMT-5.2.60,asbestos,,kalnār,கல்நார்
ISMT-5.2.61,white arsenic,"White arsenic which is grey in colour but turns
white on heating",Caṅku Pāṣāṇam,்சஙகு பாஷாணம்
ISMT-5.2.62,soap stone,Calcined compound from fuller's earth,Cavarkkāram,்சவர்்ககாரம்
ISMT-5.2.63,camphor,"Obtained by distilling the bark and wood of Camphora
officinarum",Cūṭaṉ,சூடன
ISMT-5.2.64,alkaline soil,,"Uvarmaṇ /
Cavukkāra Vaẕalai","உவர்மண/
்சவு்ககார வழைல"
ISMT-5.2.65,sal ammoniac,Ammonium chloride,Navāccāram,நவாச்சாரம்
ISMT-5.2.66,"synthetic salt used
in alchemy","A quintessence salt used in alchemy; prepared using sodium
carbonate, a calcined compound prepared from fuller's earth",Cavukkāra Kuru,்சவு்ககார குரு
ISMT-5.2.67,soil of fuller's earth,"Adequately alkaline effervescent land which produces
fuller's earth","Aḷar pūmi / Aḷar pūmi /
Aḷar nilam","அளர் பூமி /
அளர் நிலம்"
ISMT-5.2.68,golden hue,"Organoleptic character of substances which are gold in
colour and used in preparations, including herbs, metals
and minerals",Ēmaniṟam,ஏமநிறம்
ISMT-5.2.69,nine gems,"Diamond, pearl, red coral, zircon, blue sapphire, lapis lazuli,
yellow topaz, emerald and ruby",Navarattiṉam',நவரததி்ம்'
ISMT-5.2.70,sapphire,,Nīlam,நீலம்
ISMT-5.2.71,ruby,,Māṇikkam,மாணி்ககம்
ISMT-5.3.1,"raw drugs of
animal origin",,cīva vakuppu,்சீவ வகுப்பு
ISMT-5.3.2,deer horn,Stag horn/antler,Māṉkompu/ Ciruṅki,"மானபகாம்பு /
்சிருஙகி"
ISMT-5.3.3,ambergris,"Solid, waxy, flammable, ash-coloured substance found in
sea; produced in the digestive system of sperm whales",Mīṉampar,மீ்ம்பர்
ISMT-5.3.4,red velvet mite,"Trombidium holosericeum occurs in rainy season;
decreases aiyam",Intirakōpam,இநதிரதகாபம்
ISMT-5.3.5,fossil crab,,Naṇṭukkal,நணடு்ககல்
ISMT-5.3.6,snail,,Nattai,நதைத
ISMT-5.3.7,bile,,Pittu,பிதது
ISMT-5.3.8,civet,,Puṉuku,புனுகு
ISMT-5.3.9,buffalo horn,,Makiṭattiṉ Kompu,மகிடததின பகாம்பு
ISMT-5.3.10,peacock feather,"Fallen peacock feathers are collected, charred and used as
ash in medicine",Mayiliṟaku,மயிலிறகு
ISMT-5.3.11,pearl oyster shell,,Muttu Cippi,முதது ்சிப்பி
ISMT-5.3.12,breast milk,,Mulai Pāl/ Tāyppāl,"முைல
பால்/ தாயப்பால்"
ISMT-5.3.13,elephant tusk,,Yāṉai Tantam,யாை் தநதம்
ISMT-5.3.14,pig or boar ghee,Melted fat of swine (Sus indicus) is used in Siddha medicines,Varākam,வராக பநய
ISMT-5.3.15,eggshell,,Aṇṭa Ōṭu,அணட ஓடு
ISMT-5.3.16,feather,,Iṟaku,இறகு
ISMT-5.3.17,egg white,,Veṇkaru,பவணகரு
ISMT-5.3.18,milk of domestic goat,Milk of Capra aegagrus hircus,Veḷḷāṭu,பவளளாடடு பால்
ISMT-5.3.19,cow milk,,Āviṉpāl,ஆவினபால்
ISMT-5.3.20,cow urine,,Kōmiyam,தகாமியம்
ISMT-5.3.21,children's urine,Used in Siddha formulations,Ciṟupiḷḷai Amuri,்சிறுபிளைள அமுாி
ISMT-5.3.22,butter,,Navanītam,நவநீதம்
ISMT-5.3.23,buttermilk,,Mōr,தமார்
ISMT-5.4.1,"raw drugs of
herbal origin",,Mūlikai vakuppu,மூலிைக வகுப்பு
ISMT-5.4.2,whole plant,"Includes, root, bark, leaves, flower, seeds, stem, buds,
fruits, etc.",Camūlam,்சமூலம்
ISMT-5.4.3,orange climber,"Toddalia asiatica, used in the oxidation of asbestos",Miḷakaraṇai,மிளகரைண
ISMT-5.4.4,love vine,"Cassythia filiformis is commonly used for mercury
detoxification",Kottāṉ,பகாததான
ISMT-5.4.5,false water willow,"Andrographis echioides, a herb used for oxidation of lead",Kōpurantāṅki,தகாபுரநதாஙகி
ISMT-5.4.6,"Sphaeranthus
species","Sphaeranthus amaranthoides is a herb used in the
purification of mercury and for its oxidation purposes; also
used in the consolidation process of arsenic compounds,
and in the preparation of red calx of copper",Civa karantai,்சிவ கரநைத
ISMT-5.4.7,Asian spider flower,"Cleome viscosa, a herb used in the preparation of red calx of
conch shell",Nal Vēḷai,நல் தவைள
ISMT-5.4.8,"prickly
chaff flower ash","Ash prepared from roots of prickly chaff (Acyranthus aspera)
is an important material used in alchemy and in preparation
of potent mineral distillates",Nāyuruvi Cāmpal,நாயுருவி ்சாம்பல்
ISMT-5.4.9,"purple falbane /
little ironweed","Vernonia cineraea, a herb used in the preparation of red calx
of iron, red calx of zinc and for the detoxification of camphor","Neyciṭṭikkīrai /
Cītēviceṅkaẕunīr","பநய்சிடடி்ககீைர /
்சீததவிப்சஙகழுநீர்"
ISMT-5.4.10,mahua oil,"Butter tree (Madhuca longifolia), seed oil is used in the
purification process of zinc",Iluppeṇṇai,இலுப்பபணைண
ISMT-5.4.11,bitter gourd leaf,"Momordica charantia, used in the purification of mercury and
other mercurial drugs. It is used in the preparation of red
calx of mica",Pākal Ilai,பாகல் இைல
ISMT-5.4.12,tamarind bark ash,"Ash of dried rind of tamarind bark used in various medicinal
preparations; also used as fuel",Puḷiyaṉ Puṟaṇi Cāmpal,"புளியன
புறணி ்சாம்பல்"
ISMT-5.4.13,"East Indian
walnut flower","Flower of Albizia lebbeck; colour used as a reference to
identify the quality of red calx",Vākai Pū,வாைக பூ
ISMT-5.4.14,banyan tree,"All parts of Ficus bengalensis, used in sulfur oxidation",Āl,ஆல்
ISMT-5.4.15,lemon juice,"Used in grinding many mineral drug ingredients to detoxify
them and in preparation of red calx of magnet and white calx
of asbestos",Elumiccam Paẕaccāṟu,எலுமிச்சம் பழச்சாறு
ISMT-5.4.16,sesame oil,"Used as a common base in preparation of hair oils and other
medicated oils, and in detoxification of iron prior to its
calcination and in preparation of red calx of iron",Eḷḷeṇṇai Eḷḷeṇṇey,எளபளணபணய
