term_id,english_term,description,transliteration,native_term
IUMT-6.2.47,digestive electuary,"Semi-solid compound medicinal preparation for
diseases of digestive system",Jawārish,شراوج
IUMT-6.2.48,linctus,"Electuary of low viscosity prepared to relieve
cough, sore throat and other
respiratory problems",La‘ūq,قوعل
IUMT-6.2.49,vision improver,"Drug that is used locally in form of microfine
powder in management of eye problems, mainly
to improve eyesight",Bāsalīqūn,نوقیلساب
IUMT-6.2.50,"poppy rind- and seed-
based medicinal
preparation",,Dayāqūza,ہزوقاید
IUMT-6.2.51,ointment,"Semi-solid medicine prepared by mixing fine
powder of drugs with wax or other suitable base,
meant for local application",Marham,مہرم
IUMT-6.2.52,poultice,"Semi-solid preparation of crude drugs meant for
local application",Ḍimād,دامض
IUMT-6.2.53,liniment,"A kind of medicated oil or a thin medicinal
preparation applied locally",Ṭilā’,ءلاط
IUMT-6.2.54,a kind of ointment,Ointment made of oils and wax,Qayrūṭī,یطوریق
IUMT-6.2.55,ruby-based electuary,"A type of semi-solid medicinal preparation with
mineral drugs, ruby being the main ingredient",Yāqūtī,یتوقای
IUMT-6.2.56,"a type of fermented
condiment","A liquid preparation in which salt, vinegar,
ginger, black pepper and water are mixed and
kept for a time until it turns sour; the strained
liquid is then obtained and used",Ābkāma / Murrī,یرّ م / ہماک بآ
IUMT-6.2.57,honey water,"Liquid preparation of water and purified honey in
a specific ratio; the mixture is boiled for some
time and filtered",Mā’ al-‘Asal,لسعلا ءام
IUMT-6.2.58,medicated honey water,Certain drugs are included in honey water,Mā’ al-‘Asal Murakkab,بکّ رم لسعلا ءام
IUMT-6.2.59,barley water,"Liquid preparation obtained by boiling dehusked
barley in water; the water is then
drained and used",Mā’ al-Sha‘īr / Āsh-i-Jav,وج شآ / ریعشلا ءام
IUMT-6.2.60,water of roasted barley,"Liquid preparation obtained by boiling roasted
and dehusked barley in water",Mā’ al-Sha‘īr Muḥammaṣ,صمّ حم ریعشلا ءام
IUMT-6.2.61,"water mixture of
barley and meat","Liquid preparation obtained by boiling dehusked
barley in liquid meat extract",Mā’ al-Sha‘īr Mulḥam,محلم ریعشلا ءام
IUMT-6.2.62,distillate of meat,"Extract prepared by distillation of certain drugs
mixed with meat extract",Mā’ al-Laḥm / Āb-i-Josh,شوج بآ / محللاءام
IUMT-6.2.63,vegetable juice,"Juice of green vegetables or green herbs such
as mako (Solanum nigrum) and kāsnī
(Cichorium intybus), obtained by crushing and
expressing them",Mā’ al-Buqūl,لوقبلاءام
IUMT-6.2.64,fruit juice,"Juice of fruits obtained after crushing and
expressing them after removing the fruit coat",Mā’ al-Fawākih,ہکاوفلاءام
IUMT-6.2.65,curd water,"Multiple lines are drawn into curdled milk so that
water retained in it is liberated; this water is
collected for use in certain diseases",Mā’ al-Rā’ib,بئارلاءام
IUMT-6.2.66,iron-treated water,Water treated with red-hot iron,Mā’ al-Ḥadīd,دی دحلا ءام
IUMT-6.2.67,"water repeatedly
treated with iron","Water treated with red-hot iron until it becomes
thick and black",Dawṣ,صود
IUMT-6.2.68,"composition reverting
calx to its original
metallic form","Composition of selected drugs which, when
applied to metal calx in a specific manner, the
calx reverts to its original form",Mā’ al-Ḥayāt,تایحلا ءام
IUMT-6.2.69,"preparation of rose
water and sugar","Liquid preparation for oral administration
consisting of rose water and honey/sugar, along
with other suitable drugs",Jullāb,بّلاج
IUMT-6.2.70,emulsion,"Liquid preparation obtained by mixing two
immiscible substances with help of an
emulsifier; minute droplets of one liquid are
dispersed in another",Ḥalīb,بیلح
IUMT-6.2.71,milky emulsified product,"(1) Liquid preparation obtained by grinding
kernel of dry fruits/seeds with water or suitable
liquid, making what looks like a milky product;
(2) white liquid mixture in which oily substances
are suspended in water base; (3) base of sugar
and honey, etc., used to prepare different
medicinal preparations",Shīra,ہریش
IUMT-6.2.72,mixture,"Preparation obtained by mixing two or more
drugs in any form: liquid/solid/semi-solid /
semi-liquid; however it is often used for a liquid
mixture which contains at least one liquid
ingredient",Mazīj,جیزم
IUMT-6.2.73,"liquid product prepared
by fermentation","Liquid preparation obtained after fermentation of
drugs in a liquid by adopting a particular method",Dar Bahra,ہرہبرد
IUMT-6.2.74,juice,"Juice of pulpy fruits and green vegetables
obtained by expression",Ras,سر
IUMT-6.2.75,essence,"Purest form of volatile contents of aromatic
drugs; this term does not cover Rūḥ mentioned
under factors of existence",Rūḥ,حور
IUMT-6.2.76,vinegar,"Fermented liquid preparation obtained by
keeping juice of carbohydrate-rich substances
like sugarcane for a few days",Khall / Sirka,ہکرس / لخ
IUMT-6.2.77,oxymel,Mixture of honey and vinegar,Sikanjabīn,نیبجنکس
IUMT-6.2.78,wine,"Alchohol made from fermented grapes or
other carbohydrate-containing substances by
distillation",Khamr / Sharāb,بارش / رمخ
IUMT-6.2.79,medicinal syrup,"Liquid preparation obtained by mixing fresh fruit
juice or decoction of drugs with a base of
honey or sugar",Sharbat,تبرش
IUMT-6.2.80,tincture,"Liquid extract obtained by soaking a drug in
liquor; the liquid collected after filtration
is tincture",Ṣabīgh,غیبص
IUMT-6.2.81,dye,"Dye used to colour skin or conceal
discolouration, e.g., cosmetic camouflaging
in vitiligo",Ṣibgh / Ṣibgha,ۃغبص / غبص
IUMT-6.2.82,distillate,"Liquid product condensed from vapour during
distillation; this term does not cover ‘Araq
mentioned under functions of organs",‘Araq,قرع
IUMT-6.2.83,solution,"Liquid obtained after mixing some drugs which
have ability to become dissolved in water or
other suitable liquid",Maḥlūl,لولحم
IUMT-6.2.84,mucilage,"Mucilaginous liquid obtained by soaking
mucilage-secreting drugs in water",Lu‘āb,باعل
IUMT-6.2.85,"semi-liquid preparation
with high nutrient value","Special semi-liquid dietary preparation with
medicinal value, generally made with kernels of
seeds, dry fruits and milk",Ḥasw / Ḥarīra,ہریرح / وسح
IUMT-6.2.86,"type of non-intoxicating
fermented drink","Kind of non-intoxicating drink prepared by
fermenting grapes, dates or other fruits",Nabīdh,ذیبن
IUMT-6.2.87,infusion,"Liquid preparation made by soaking crushed/
whole drug overnight in water or other suitable
liquid and used after straining",Naqū‘/Khīsānda,ہدناسیخ/عوقن
IUMT-6.2.88,decoction,"Liquid dosage form prepared by boiling one or
more plant drugs","Maṭbūkh /
Joshānda/Sūlāqa",ہقلاس/ہدناشوج / خوبطم
IUMT-6.2.89,extract,"(1) Liquid obtained by grinding green herbs with
water and straining; (2) collection of crude
mixture extracted from different parts of plants",‘Uṣāra / Afshurda,ہدرشفا / ہراصع
IUMT-6.2.90,decanted liquid,"Unstrained liquid obtained by soaking drugs
overnight in water or suitable liquid",Zulāl,للاز
IUMT-6.2.91,hair dye,Liquid/semi-liquid preparation used as hair dye,Khiḍāb,باضخ
IUMT-6.2.92,epithem,"Medicated preparation for external application,
such as poultice; this term does not cover
ointment and plaster",Laṭūkh,خوطل
IUMT-6.2.93,adhesive medicine,"Adhesive drug which is spread over a piece of
cloth or paper and pasted at affected
part of body",Lazūq / Laṣūq,قوصل / قوزل
IUMT-6.2.94,irrigation,"Medicated liquid preparation poured slowly over
an affected part from a distance",Sakūb,بوکس
IUMT-6.2.95,douche,"Medicinal liquid preparation poured on affected
part with force",Naṭūl,لوطن
IUMT-6.2.96,sitz bath,"Method of treatment in which patient sits in
warm water or medicated liquid obtained by
boiling drugs in water",Ābzan,نزبآ
IUMT-6.2.97,footbath,"Lukewarm decoction of drugs used for
immersion/irrigation of affected foot",Pāshoya,ہیوشاپ
IUMT-6.2.98,mouthwash,"Medicated liquid preparation which may be a
decoction, infusion or solution, used for
rinsing mouth",Maḍmaḍa,ہضمضم
IUMT-6.2.99,gargle,"Liquid preparation in form of decoction, infusion
or solution, used for gargling",Gharghara,ہرغرغ
IUMT-6.2.100,nasal drops,Liquid preparation used as nasal drops,Sa‘ūṭ,طوعس
IUMT-6.2.101,inhalation,"Inhalation of drugs which may be in dry or liquid
form so that volatile substances reach nasal
cavity and respiratory tubes",Shamūm,مومش
IUMT-6.2.102,"inhalation of vapour
arising from
fragrant drugs","Inhalation of fragrance of drugs kept in a
wide-mouthed bottle",Lakhlakha,ہخلخل
IUMT-6.2.103,liquid snuff,Liquid preparation used for snuffing,Nashūq,قوشن
IUMT-6.2.104,washing agent,"Liquid preparation used for cleaning affected
body part/organ",Ghasūl,لوسغ
IUMT-6.2.105,oil-based liniment,"Oil or oily preparation applied over skin as
a thin layer",Marūkh,خورم
IUMT-6.2.106,embrocation/anointing,"Act of moistening and rubbing a part of body
with a liniment or lotion",Tamrīkh,خیرمت
IUMT-6.2.107,oily-liquid preparation,"Oil-based liquid preparation rubbed with gentle
movements on the body",Masūḥ,حوسم
IUMT-6.2.108,"semi-solid oily
preparation for
local application","Semi-solid preparation obtained by kneading
powdered drugs with perfumed oil or making a
paste of oily drugs, this is applied locally on skin",Ubtan,نٹبا
IUMT-6.2.109,massage oil,"Liquid/oily preparation applied on the body and
massaged vigorously",Dalūk,کولد
IUMT-6.2.110,"liquid used to splash on
affected part","Medicated liquid preparation which is splashed
on affected part",Naḍūḥ,حوضن
IUMT-6.2.111,liquid used for syringing,"Liquid preparation used for syringing urethra,
vagina, nose, ear, or any other sinus",Zarūq,قورز
IUMT-6.2.112,incense,"Aromatic smoke; any substance that is burnt
for fragrance",Bakhūr / Dhūnī,ینوھد / روخب
IUMT-6.2.113,fumigation,"Inhalation or exposing the affected body part to
fumes produced by burning drugs; also used to
repel or kill insects",Tadkhīn,نیخدت
IUMT-6.2.114,"disc-shaped preparation
for local application","Dry or wet drugs are converted into a mass
which is used to prepare a disc dosage form;
freshly prepared semi-solid disc is applied on
affected part of body and covered with leaf of a
suitable plant",Kabūs,سوبک
IUMT-6.2.115,vapour bath,"Exposure of a part of body or whole body to
vapours obtained from decoction of drugs or
boiled simple water",Inkibāb,بابکنا
IUMT-6.2.116,oiling,"(1) Lubricating a drug in moderately hot oil;
(2) application of hot or cold oil on body part",Tadhīn,نیھدت
IUMT-6.2.117,"powder drug meant
for sprinkling","Granular powder of a drug alone or mixed with
sugar, used to sprinkle over decoction
or infusion",Sardārūj / Sardārū,ورادرس / جورادرس
IUMT-6.2.118,barley beverage,Beverage made from barley,Fuqqā‘,عاقف
IUMT-6.2.119,"(1) sugar base;
(2) consistency","(1) Sweetened solution of particular consistency
that is generally made by adding water, distillate
or fruit juice to purified honey, sugar or jaggery
and boiled until it attains required consistency;
(2) consistency of a liquid or semi-
liquid substance",Qiwām,ماوق
IUMT-6.2.120,"base of high
concentration","Sugar/honey base of relatively high
concentration (> 70%)",Qiwām ‘Aqīd,دیقع ماوق
IUMT-6.2.121,"base of low
concentration","Sugar/honey base of relatively low concentration
(65% to 70%)",Qiwām Mashūsh,شوشم ماوق
IUMT-6.2.122,thick base,"Base of sugar/honey in which gum acacia is
added to increase consistency",Muṣammagh,غمّ صم
IUMT-6.2.123,crystallization,"Artificial or natural process by which crystalline
solids are formed",Tasakkur,رکّ ست
IUMT-6.2.124,"decrystallization of
a supersaturated
sugar base","Process of losing crystalline structure formed in
a syrup or sugar base",Kasr-i-Qiwām,ماوقرسک
IUMT-6.2.125,distillation apparatus,Apparatus used for purpose of distillation,Āla’-i-Taqṭīr,"ریطقت ہلآ
ٔ"
IUMT-6.2.126,"classical distillation
apparatus with
spiral tube","Apparatus meant for distillation comprising four
parts: (i) cauldron; (ii) a specially designed
dome-shaped cover for collecting vapour and
sending it to (iii) tube, then to (iv) receiver,
where condensation occurs",Nal Bhapkā,اکپھب لن
IUMT-6.2.127,"apparatus used for
distillation through
indirect heat","Modified form of Nal Bhapkā; in this method of
distillation, waterbath type setup is used for
heating boiler container so that limited heat may
be available to drug material in boiler; distillation
process remains same as described
in Nal Bhapkā",Ḥammām Nāriyya,ہیران مامّ ح
IUMT-6.2.128,"apparatus used for
distillation","Apparatus of distillation in which receiver is
placed in middle of boiling pot on a support; very
little distillate is collected in this way","Ta‘rīq Ḥablī /
Garbh Jantar",رتنج ھبرگ / یلبح قیرعت
IUMT-6.2.129,"apparatus used for
purification of drugs","Consists of a pot half-filled with specified liquid
such as milk, with a horizontal rod placed on rim
from which bundle of material to be treated is
immersed in such a way that it does not touch
bottom and is heated",Ḥammām Ta‘līqī,یقیلعت مامّ ح
IUMT-6.2.130,"classical
distillation apparatus","Apparatus meant for distillation comprising three
parts: (i) cauldron; (ii) specially designed cover
for collecting vapour and condensing it before it
is collected in (iii) receiver",Qar‘ Anbīq,قیبنا عرق
IUMT-6.2.131,"classical distillation
apparatus with
spiral tubes","Apparatus meant for distillation in which vapour
is condensed while passing through a spiral
tube before being collected in a receiver",Ta‘rīq Lawlabī,ىبلول قیرعت
IUMT-6.2.132,receiver of distillate,"One of three main components of a distillation
apparatus which is used to collect distillate; this
term does not cover Qābila, used for
obstetrician and midwife",Qābila,ہلباق
IUMT-6.2.133,"apparatus used to
prepare
aromatics/perfumes",,‘Iṭriyya,ہیرطع
IUMT-6.2.134,"furnace, stove","Both stove and furnace are used in pharmacy to
prepare drugs",Kānūn,نوناک
IUMT-6.2.135,partially crushed,"Hard and fibrous plant drugs are crushed into
small pieces commonly with metallic mortar and
pestle; partially crushed drug material is used to
prepare decoction and infusion so that
maximum soluble constituents may become
dissolved and optimum therapeutic
effect produced",Nīm Kob / Nīm Kofta,ہتفوک مین / بوک مین
IUMT-6.2.136,polishing,"Polishing of tablet, pills, etc., to make them
smooth and shiny",Ṣayqal,لقیص
IUMT-6.2.137,deseeded drug,Drug from which seeds have been removed,Munaqqā,یٰ ّقنم
IUMT-6.2.138,decaped,Flower from which sepal has been removed,Kāsa bar Āvurda,ہدروآرب ہساک
IUMT-6.2.139,sieve,,Ghirbāl,لابرغ
IUMT-6.2.140,sieved drug material,Drug which has been strained through a sieve,Mugharbal / Mankhūl,لوخنم / لبرغم
IUMT-6.2.141,sifting,"Process of sifting powder of drugs through fine
cloth or mesh of different size to obtain powder
of required particle size",Nakhl,لخن
IUMT-6.2.142,peel off,"Removing outer covering of fruits, vegetables,
fish, etc.",Taqshīr,ریشقت
IUMT-6.2.143,"skinned, peeled",Drug from which outer covering is removed,"Muqashshar /
Kharāshīda",ہدیشارخ / رشّ قم
IUMT-6.2.144,syringe/injector,"Tube with a nozzle and piston or bulb for
sucking in and ejecting liquid in a thin stream,
used for cleaning wounds or body cavities, or
fitted with a hollow needle for injecting or
withdrawing fluids",Zarrāqa,ہقارّ ز
